City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Kiama,AU,-34.6833,150.8667,75.45,63,45,7.34,scattered clouds
333,Broken Hill,AU,-31.95,141.4333,92.91,22,40,11.5,scattered clouds
334,Sao Filipe,CV,14.8961,-24.4956,69.26,72,10,7.07,clear sky
335,Mount Isa,AU,-20.7333,139.5,96.57,20,40,10.36,scattered clouds
336,Aranos,NA,-24.1333,19.1167,68.29,72,83,11.27,broken clouds
337,Luderitz,NA,-26.6481,15.1594,72.28,67,0,6.98,clear sky
338,Constitucion,CL,-35.3333,-72.4167,55.49,90,55,3.36,broken clouds
339,Palauig,PH,15.435,119.9045,88.2,59,82,9.57,broken clouds
340,Avera,US,33.194,-82.5271,50.38,61,0,6.26,clear sky
341,Coos Bay,US,43.3665,-124.2179,46.92,90,100,4.61,overcast clouds
342,Niederkassel,DE,50.8167,7.0333,46.98,69,0,5.75,clear sky
343,Aksarka,RU,66.5606,67.7975,11.39,91,98,19.95,overcast clouds
344,Zeven,DE,53.3,9.2833,42.51,62,24,7.25,few clouds
345,Ribeira Grande,PT,38.5167,-28.7,56.34,66,98,26.84,overcast clouds
346,Bonavista,CA,48.6499,-53.1147,28.44,94,100,27.96,light snow
347,Tiksi,RU,71.6872,128.8694,6.37,84,99,7.72,overcast clouds
348,Aykhal,RU,66.0,111.5,12.29,82,61,4.72,broken clouds
349,Panjakent,TJ,39.4952,67.6093,54.0,38,100,4.99,overcast clouds
350,Treinta Y Tres,UY,-33.2333,-54.3833,52.29,74,20,5.19,few clouds
351,Mountain Home,US,43.133,-115.6912,33.28,100,0,11.5,clear sky
352,Kutum,SD,14.2,24.6667,63.5,9,5,4.76,clear sky
353,Kaeo,NZ,-35.1,173.7833,75.33,72,8,7.36,clear sky
354,Iralaya,HN,15.0,-83.2333,78.24,78,100,12.26,overcast clouds
355,Usolye,RU,59.4268,56.6808,25.32,87,100,14.38,overcast clouds
356,Meulaboh,ID,4.1363,96.1285,76.84,86,100,7.23,overcast clouds
357,Lima,PE,-12.0432,-77.0282,65.39,33,0,9.22,clear sky
358,Bar Harbor,US,44.3876,-68.2039,41.52,87,100,8.99,moderate rain
359,Naraini,IN,25.1833,80.4833,98.67,10,30,6.85,scattered clouds
360,Lethem,GY,3.3803,-59.7968,76.28,78,37,11.92,scattered clouds
361,Gua Musang,MY,4.8823,101.9644,86.83,64,100,0.16,overcast clouds
362,Bacalar,MX,18.6667,-88.3833,73.65,91,38,4.5,scattered clouds
363,Acapulco,MX,16.8634,-99.8901,76.82,65,0,5.75,smoke
364,Sur,OM,22.5667,59.5289,79.11,41,0,3.56,clear sky
365,Najran,SA,17.4924,44.1277,65.05,22,11,2.51,few clouds
366,Pedernales,DO,18.0384,-71.744,77.22,61,9,4.65,clear sky
367,Imbituba,BR,-28.24,-48.6703,67.82,87,98,4.18,overcast clouds
368,Rio Grande,BR,-32.035,-52.0986,63.95,55,100,17.47,overcast clouds
369,Samsun,TR,41.25,36.3333,32.0,84,68,8.21,broken clouds
370,Duluth,US,46.7833,-92.1066,45.18,71,40,6.91,scattered clouds
371,Uruzgan,AF,32.8333,66.0,60.73,23,0,3.78,clear sky
372,Beloha,MG,-25.1667,45.05,73.13,62,23,14.18,few clouds
373,Leh,IN,34.1667,77.5833,28.45,66,70,3.69,broken clouds
374,Manokwari,ID,-0.8667,134.0833,83.44,69,92,9.24,overcast clouds
375,Kieta,PG,-6.2167,155.6333,85.89,62,83,6.08,broken clouds
376,Moranbah,AU,-22.0016,148.0466,90.79,26,39,12.3,scattered clouds
377,Westport,US,41.1415,-73.3579,46.27,66,90,5.99,overcast clouds
378,Fortuna,US,40.5982,-124.1573,47.66,87,0,5.75,clear sky
379,Manado,ID,1.487,124.8455,77.77,88,40,4.61,scattered clouds
380,Rochegda,RU,62.8,43.25,28.8,86,53,7.58,broken clouds
381,Magistralnyy,RU,56.1725,107.4458,30.2,74,100,10.02,overcast clouds
382,Huancavelica,PE,-12.7667,-74.9833,39.2,97,100,4.38,overcast clouds
383,Tomatlan,MX,19.9333,-105.25,64.56,57,40,3.15,scattered clouds
384,Panzhihua,CN,26.5851,101.7128,86.14,20,97,0.11,overcast clouds
385,Portland,US,45.5234,-122.6762,45.84,87,100,5.75,overcast clouds
386,Kiruna,SE,67.8557,20.2251,32.92,40,94,11.5,overcast clouds
387,Lagoa,PT,39.05,-27.9833,54.88,65,92,30.62,overcast clouds
388,Ardesen,TR,41.1911,40.9875,38.8,75,99,4.05,overcast clouds
389,Vostok,RU,46.4856,135.8833,24.46,76,99,14.9,light snow
390,Goderich,CA,43.7501,-81.7165,33.91,86,27,3.44,scattered clouds
391,Dunedin,NZ,-45.8742,170.5036,59.81,87,72,5.01,broken clouds
392,Mosquera,CO,4.7059,-74.2302,53.69,100,40,0.0,scattered clouds
393,Znamenskoye,RU,57.1281,73.8282,18.21,93,100,10.4,light snow
394,Gillette,US,44.2911,-105.5022,31.12,90,100,24.16,mist
395,Didsbury,GB,53.417,-2.2315,37.51,78,3,3.4,clear sky
396,Steinbach,DE,50.1667,8.5667,45.21,59,0,5.75,clear sky
397,Cusuna,HN,15.85,-85.2333,72.95,90,18,4.97,few clouds
398,Itarema,BR,-2.9248,-39.9167,76.5,87,100,6.8,overcast clouds
399,Dabakala,CI,8.3667,-4.4333,76.95,77,99,4.25,overcast clouds
400,Tiruvalla,IN,9.3833,76.5667,88.77,59,2,3.83,clear sky
401,Oranjemund,NA,-28.55,16.4333,67.5,77,1,4.74,clear sky
402,Komsomolskiy,UZ,40.4272,71.7189,47.12,71,75,4.61,mist
403,Bombay,IN,19.0144,72.8479,85.98,62,40,5.75,haze
404,Natal,BR,-5.795,-35.2094,75.85,100,75,4.61,broken clouds
405,Promissao,BR,-21.5367,-49.8581,67.73,77,81,14.94,broken clouds
406,Osuna,ES,37.2377,-5.1075,50.92,94,64,3.83,broken clouds
407,Raga,SS,8.4596,25.678,76.41,21,43,3.67,scattered clouds
408,Chisindia,RO,46.2833,22.1,31.86,56,0,3.69,clear sky
409,Henties Bay,NA,-22.116,14.2845,66.74,85,14,6.13,few clouds
410,Celestun,MX,20.8667,-90.4,77.95,75,36,15.99,scattered clouds
411,Padang,ID,-0.9492,100.3543,89.65,64,97,5.32,overcast clouds
412,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,74,100,6.91,overcast clouds
413,Port Said,EG,31.2565,32.2841,53.58,62,40,8.05,scattered clouds
414,Atar,MR,20.5169,-13.0499,67.78,30,0,9.78,clear sky
415,Korla,CN,41.7597,86.1469,45.88,52,98,2.13,light rain
416,Guerrero Negro,MX,27.9769,-114.0611,58.05,72,5,18.72,clear sky
417,Loanda,AO,-8.8368,13.2343,76.66,85,100,4.0,overcast clouds
418,State College,US,40.7934,-77.86,44.2,53,0,14.0,clear sky
419,Ustrzyki Dolne,PL,49.4304,22.5938,33.13,100,1,2.68,clear sky
420,Svetlyy,RU,54.675,20.1347,33.96,66,1,4.27,clear sky
421,Kismayo,SO,-0.3582,42.5454,81.59,70,15,12.35,few clouds
422,Qunduz,AF,36.729,68.857,60.19,50,31,2.86,scattered clouds
423,Macapa,BR,0.0389,-51.0664,78.78,94,75,3.44,broken clouds
424,Wanning,CN,18.8003,110.3967,84.88,72,84,11.92,light rain
425,Zambezi,ZM,-13.5432,23.1047,63.21,95,40,4.16,scattered clouds
426,Kultuk,RU,51.7208,103.6956,28.54,80,2,1.19,clear sky
427,Cordoba,AR,-31.4135,-64.1811,62.19,77,100,2.3,overcast clouds
428,Manzanillo,CU,20.3433,-77.1167,74.3,85,34,8.57,scattered clouds
429,Salym,RU,60.0625,71.4789,27.18,88,93,6.8,overcast clouds
430,Okhotsk,RU,59.3833,143.3,25.63,71,100,19.46,overcast clouds
431,Soyo,AO,-6.1349,12.3689,78.85,85,98,5.64,overcast clouds
432,Ambilobe,MG,-13.2,49.05,78.98,85,89,2.68,overcast clouds
433,Edmonton,CA,53.5501,-113.4687,30.99,76,15,3.44,few clouds
434,Saint-Joseph,RE,-21.3667,55.6167,80.1,81,75,9.64,broken clouds
435,Noumea,NC,-22.2763,166.4572,82.99,99,98,8.19,overcast clouds
436,Berlevag,NO,70.8578,29.0864,42.12,54,100,24.18,overcast clouds
437,Washougal,US,45.5826,-122.3534,45.46,88,100,5.01,overcast clouds
438,Erdenet,MN,49.0333,104.0833,27.52,24,0,9.57,clear sky
439,Vanimo,PG,-2.6741,141.3028,85.96,64,77,6.87,broken clouds
440,Ofunato,JP,39.0717,141.7167,43.57,51,27,18.57,scattered clouds
441,Bairnsdale,AU,-37.8333,147.6167,72.05,67,2,5.99,clear sky
442,Khasan,RU,42.4308,130.6434,38.62,51,32,14.9,scattered clouds
443,Mogadishu,SO,2.0371,45.3438,82.27,74,40,14.97,scattered clouds
444,Kuusamo,FI,65.9667,29.1833,28.44,74,0,2.3,clear sky
445,Saint Anthony,US,45.0205,-93.218,52.54,45,0,12.66,clear sky
446,Kushiro,JP,42.975,144.3747,36.55,64,20,17.27,few clouds
447,San Miguel,SV,13.4833,-88.1833,81.23,54,50,2.42,scattered clouds
448,Srandakan,ID,-7.9386,110.2506,86.07,68,97,11.34,overcast clouds
449,Tuim,RU,54.3417,89.9261,26.31,56,93,8.14,overcast clouds
450,Noyabrsk,RU,63.1994,75.4507,28.96,94,100,5.48,light snow
451,Santona,ES,43.4439,-3.4576,59.32,83,100,8.3,overcast clouds
452,Eureka,US,40.8021,-124.1637,47.93,81,68,5.99,broken clouds
453,Puerto Escondido,MX,15.85,-97.0667,79.38,67,0,6.33,clear sky
454,Camabatela,AO,-8.1881,15.375,62.37,98,100,1.07,light rain
455,Lorengau,PG,-2.0226,147.2712,85.98,67,95,6.6,overcast clouds
456,Garowe,SO,8.4054,48.4845,72.88,62,2,11.5,clear sky
457,Ilulissat,GL,69.2167,-51.1,-23.94,74,0,6.62,clear sky
458,Epe,NG,6.5841,3.9834,79.56,89,96,4.21,overcast clouds
459,Javanrud,IR,34.7961,46.5172,49.23,47,61,3.87,broken clouds
460,Vaitape,PF,-16.5167,-151.75,83.17,67,8,20.92,clear sky
461,Banda Aceh,ID,5.5577,95.3222,86.05,62,97,12.44,overcast clouds
462,Axim,GH,4.8699,-2.2405,78.03,87,68,3.0,broken clouds
463,Nha Trang,VN,12.25,109.1833,86.0,62,90,8.12,overcast clouds
464,Mezen,RU,65.8522,44.24,24.19,94,48,6.26,scattered clouds
465,Kamenka,RU,51.3223,42.7678,25.57,98,42,7.58,scattered clouds
466,Luan,CH,46.3592,6.9759,36.7,79,8,5.93,clear sky
467,Rio Gallegos,AR,-51.6226,-69.2181,44.65,81,0,4.61,clear sky
468,Gander,CA,48.9682,-54.5906,26.73,92,100,27.63,mist
469,Walvis Bay,NA,-22.9575,14.5053,66.09,94,57,3.44,broken clouds
470,Silver City,US,32.7701,-108.2803,44.64,63,0,16.11,clear sky
471,Spornoye,RU,50.8448,37.2913,24.1,96,32,7.63,scattered clouds
472,Kefamenanu,ID,-9.4467,124.4781,86.81,55,94,2.28,overcast clouds
473,Minuri,PH,16.535,121.8574,89.11,61,38,2.8,scattered clouds
474,Zaragoza,ES,41.6561,-0.8773,53.02,87,100,13.8,drizzle
475,Kungurtug,RU,50.5994,97.5228,19.45,65,10,1.95,clear sky
476,Tutoia,BR,-2.7619,-42.2744,76.33,90,99,6.13,overcast clouds
477,Bam,IR,29.106,58.357,74.03,10,0,3.8,clear sky
478,Tahta,EG,26.7693,31.5021,56.44,48,6,10.89,clear sky
479,Nusaybin,TR,37.0778,41.2178,35.19,60,0,4.74,clear sky
480,Nalvo,PH,16.8096,120.5108,88.43,56,15,7.96,few clouds
481,Manzhouli,CN,49.6,117.4333,22.48,61,6,16.51,clear sky
482,Mehamn,NO,71.0357,27.8492,43.48,52,100,28.68,overcast clouds
483,Romans-Sur-Isere,FR,45.0464,5.0562,47.84,70,100,3.4,overcast clouds
484,Amalapuram,IN,16.5833,82.0167,94.57,47,36,4.81,scattered clouds
485,Vanavara,RU,60.34,102.2797,25.03,84,100,13.33,overcast clouds
486,Mahanoro,MG,-19.9,48.8,73.27,83,100,6.2,overcast clouds
487,Victor Rosales,MX,22.95,-102.7,56.98,12,50,13.8,scattered clouds
488,Mitsamiouli,KM,-11.3847,43.2844,80.89,78,40,6.91,light rain
489,Mormugao,IN,15.4,73.8,83.46,70,20,5.75,few clouds
490,Egvekinot,RU,66.3167,-179.1667,-3.77,90,92,0.98,overcast clouds
491,Vohibinany,MG,-17.35,49.0333,71.73,95,100,1.63,overcast clouds
492,Spassk,RU,52.747,87.7545,30.38,60,59,10.11,broken clouds
493,Adre,TD,13.4667,22.2,67.77,7,32,9.51,scattered clouds
494,Khash,IR,28.2211,61.2158,66.63,11,0,4.21,clear sky
495,Bridlington,GB,54.0831,-0.1919,37.02,88,50,1.01,scattered clouds
496,Zhuhai,CN,22.2769,113.5678,85.86,88,40,4.61,mist
497,Goias,BR,-15.5807,-49.6362,71.04,76,94,3.33,overcast clouds
498,Urdoma,RU,61.7533,48.5442,26.51,82,100,11.48,overcast clouds
499,Tari,NG,12.4086,4.4914,80.4,21,89,5.91,overcast clouds
500,Palma Di Montechiaro,IT,37.1926,13.765,42.96,87,81,8.68,broken clouds
501,Santa Cruz,BO,-17.8,-63.1667,72.86,78,40,4.61,scattered clouds
502,Banjar,ID,-8.19,114.9675,86.2,67,100,3.96,overcast clouds
503,Kulhudhuffushi,MV,6.6221,73.07,83.1,63,48,10.11,scattered clouds
504,Sindor,RU,62.8629,51.8905,25.16,84,100,12.44,overcast clouds
505,Kenai,US,60.5544,-151.2583,36.09,71,41,6.22,scattered clouds
506,Khryashchevka,RU,53.8119,49.0916,33.21,88,99,16.24,overcast clouds
507,Farah,AF,32.5,62.5,69.82,12,6,1.07,clear sky
508,Rampura,IN,30.25,75.2333,97.16,8,0,1.74,clear sky
509,Gaoual,GN,11.75,-13.2,76.41,54,90,4.16,overcast clouds
510,Dukat,RU,62.55,155.55,22.23,95,100,9.35,snow
511,Kedrovyy,RU,56.1667,91.8167,27.01,71,74,12.12,broken clouds
512,Baykit,RU,61.67,96.37,25.7,86,100,10.11,overcast clouds
513,Faya,SA,18.3851,42.4509,59.11,53,1,7.18,clear sky
514,Sayyan,YE,15.1718,44.3244,61.21,43,6,1.81,clear sky
515,Winsum,NL,53.33,6.5208,42.98,87,1,7.94,clear sky
516,Leshukonskoye,RU,64.8989,45.7622,26.74,86,36,8.37,scattered clouds
517,Cardston,CA,49.2,-113.3019,32.09,43,18,9.22,few clouds
518,Buenos Aires,AR,-34.6132,-58.3772,64.29,61,0,20.71,clear sky
519,Porto Novo,BJ,6.4965,2.6036,84.02,83,100,6.35,overcast clouds
520,Constantine,DZ,36.365,6.6147,44.01,87,40,5.75,scattered clouds
521,Cabo Rojo,PR,18.0866,-67.1457,74.68,82,0,1.01,clear sky
522,Anadyr,RU,64.75,177.4833,9.1,92,98,2.24,fog
523,Bakchar,RU,57.0186,82.0711,19.62,89,100,12.88,overcast clouds
524,Norsup,VU,-16.0667,167.3833,78.89,85,100,5.57,moderate rain
525,Samfya,ZM,-11.3649,29.5565,64.67,94,75,5.97,broken clouds
526,Bom Jardim,BR,-7.7958,-35.5872,72.18,94,83,3.6,broken clouds
527,Presidente Dutra,BR,-5.29,-44.49,71.37,97,15,1.05,few clouds
528,Daru,PG,-9.0763,143.2092,85.95,66,79,8.72,broken clouds
529,Lakselv,NO,70.0513,24.9718,42.62,45,75,18.41,broken clouds
530,Wuchi,CN,29.3786,103.023,44.22,93,100,4.74,overcast clouds
531,Coihaique,CL,-45.5752,-72.0662,51.75,82,75,4.61,broken clouds
532,Villa Del Rosario,CO,7.8339,-72.4742,75.58,83,40,4.61,haze
533,Pinawa,CA,50.1489,-95.8811,36.0,89,100,10.76,overcast clouds
534,Bay City,US,43.5945,-83.8889,43.11,62,0,9.22,clear sky
535,Sumbe,AO,-11.2061,13.8437,77.61,86,100,4.85,light rain
536,Santa Rosalia,MX,27.3167,-112.2833,56.77,65,0,13.13,clear sky
537,Chala,TZ,-7.5833,31.2667,60.12,97,100,4.52,light rain
538,Mudu,CN,31.252,120.5118,45.34,94,100,18.34,moderate rain
539,Kloulklubed,PW,7.0419,134.2556,83.62,77,93,17.31,overcast clouds
540,Tabou,CI,4.423,-7.3528,77.09,89,80,3.13,broken clouds
541,Laguna,US,38.421,-121.4238,56.1,52,0,0.0,clear sky
542,Hualmay,PE,-11.0964,-77.6139,69.73,85,95,7.9,overcast clouds
543,Chermoz,RU,58.787,56.1489,25.02,82,100,17.43,overcast clouds
544,Nishihara,JP,26.1842,127.7558,76.66,66,75,16.11,broken clouds
545,Tallahassee,US,30.4383,-84.2807,51.33,84,0,4.61,clear sky
546,Zhangjiakou,CN,40.81,114.8794,33.49,36,33,7.05,scattered clouds
547,Yarmouth,US,41.7057,-70.2286,47.14,81,92,17.0,overcast clouds
548,Yumen,CN,40.2833,97.2,41.83,22,97,23.42,overcast clouds
549,Sabha,LY,27.0377,14.4283,50.32,56,0,16.89,clear sky
550,Mayo,US,38.8876,-76.5119,51.19,49,0,15.99,clear sky
551,Ajaccio,FR,42.0,8.9167,42.85,81,0,6.91,clear sky
552,Gannan,CN,47.9147,123.5031,35.64,26,52,12.75,broken clouds
553,Baijiantan,CN,45.6333,85.1833,40.28,42,59,3.44,broken clouds
554,Islampur,IN,26.2667,88.2,91.33,30,2,9.06,clear sky
555,Tessalit,ML,20.1986,1.0114,68.2,17,3,9.75,clear sky
556,Oktyabrskiy,RU,54.4815,53.471,30.06,89,97,12.53,overcast clouds
557,Saint-Denis,FR,48.9167,2.3333,46.18,82,100,4.61,overcast clouds
558,Newport,GB,51.5877,-2.9984,43.25,77,53,5.37,broken clouds
559,Vagur,FO,61.4732,-6.8119,45.5,81,100,19.15,overcast clouds
560,Toktogul,KG,41.8708,72.9402,38.91,75,79,1.07,broken clouds
561,Xai-Xai,MZ,-25.0519,33.6442,73.62,66,46,6.35,scattered clouds
562,San Rafael,AR,-34.6177,-68.3301,59.29,57,0,9.53,clear sky
563,Neryungri,RU,56.6709,124.6491,19.81,74,98,11.92,overcast clouds
564,Altamirano,MX,16.8833,-92.15,54.84,96,35,2.08,scattered clouds
565,Hokitika,NZ,-42.7167,170.9667,61.59,83,100,5.57,overcast clouds
566,Ayan,RU,56.45,138.1667,23.27,56,36,15.19,scattered clouds
567,Huarmey,PE,-10.0681,-78.1522,70.75,83,100,7.87,overcast clouds
568,Rahuri,IN,19.3833,74.65,90.66,14,49,12.93,scattered clouds
569,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.46,94,100,10.4,overcast clouds
570,Acari,PE,-15.4311,-74.6158,72.01,78,81,3.53,broken clouds
571,Houma,US,29.5958,-90.7195,55.0,81,0,3.44,clear sky
572,Kannangad,IN,12.3081,75.1063,86.36,64,46,5.19,scattered clouds
573,Peniche,PT,39.3558,-9.3811,51.3,93,19,15.01,few clouds
574,Innisfail,AU,-17.5333,146.0333,81.9,68,76,10.6,broken clouds
575,Verkhnevilyuysk,RU,63.4453,120.3167,23.25,77,90,1.72,light snow
576,Mantamados,GR,39.3117,26.3339,37.45,70,50,14.16,scattered clouds
577,West Fargo,US,46.875,-96.9004,46.45,65,0,18.41,clear sky
578,Ust-Nera,RU,64.5667,143.2,9.52,79,100,5.55,overcast clouds
579,Swedru,GH,5.5371,-0.6998,75.38,93,98,3.83,overcast clouds
580,Raudeberg,NO,61.9875,5.1352,36.95,77,0,8.57,clear sky
581,Yar-Sale,RU,66.8333,70.8333,12.16,94,92,16.2,overcast clouds
582,Codrington,AU,-38.2667,141.9667,68.23,68,75,12.97,broken clouds
583,Ligayan,PH,4.6533,119.4706,79.32,83,100,7.94,light rain
584,Bermejo,AR,-32.8833,-68.8,64.31,59,40,6.91,scattered clouds
585,Tiruchchendur,IN,8.4833,78.1167,89.89,58,1,2.77,clear sky
586,Ambalavao,MG,-21.8333,46.9333,60.94,85,79,4.63,broken clouds
587,Ankazoabo,MG,-22.2833,44.5167,73.99,58,4,6.4,clear sky
588,Gibgos,PH,13.859,123.7675,83.34,80,94,6.26,overcast clouds
589,Kathmandu,NP,27.7167,85.3167,77.22,47,20,3.44,few clouds
590,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,100,100,2.24,mist
591,Bermejillo,MX,25.8833,-103.6167,70.12,16,99,2.21,overcast clouds
592,Merauke,ID,-8.4667,140.3333,83.93,71,100,6.42,overcast clouds
593,Dobryanka,RU,58.4619,56.4165,25.63,84,100,14.14,overcast clouds
594,Teofilo Otoni,BR,-17.8575,-41.5053,66.18,97,3,2.04,clear sky
595,Labuhan,ID,-6.8844,112.2051,86.0,66,99,5.79,overcast clouds
596,Marienburg,PL,54.0359,19.0266,32.88,62,0,4.59,clear sky
597,Hobyo,SO,5.3505,48.5268,80.87,65,6,13.13,clear sky
598,Ternate,ID,0.8,127.4,83.64,71,92,4.72,overcast clouds
599,Mastung,PK,29.7994,66.845,63.68,14,0,2.71,clear sky
600,Harlingen,US,26.1906,-97.6961,72.05,88,100,19.57,overcast clouds
601,Rujewa,TZ,-8.7,34.3833,66.65,88,93,2.71,overcast clouds
602,Port Shepstone,ZA,-30.7414,30.455,69.76,80,7,6.93,clear sky
603,Biloela,AU,-24.4167,150.5,89.24,26,7,8.81,clear sky
604,Sakaraha,MG,-22.9,44.5333,72.63,57,0,3.29,clear sky
605,Port Macquarie,AU,-31.4333,152.9167,78.89,59,30,14.16,scattered clouds
606,Itoman,JP,26.1247,127.6694,77.38,65,75,16.11,broken clouds
607,Howard Springs,AU,-12.497,131.047,94.98,67,100,1.68,overcast clouds
608,Erenhot,CN,43.6475,111.9767,32.0,22,1,7.09,clear sky
609,Singaraja,ID,-8.112,115.0882,85.51,69,98,3.96,overcast clouds
610,Tirumala,IN,13.6833,79.35,82.58,34,38,5.79,scattered clouds
611,Qaqortoq,GL,60.7167,-46.0333,2.08,76,7,5.93,clear sky
612,Gumdag,TM,39.2061,54.5906,45.91,59,100,4.12,overcast clouds
613,Tha Bo,TH,17.85,102.5814,86.99,85,40,4.61,scattered clouds
614,Massaguet,TD,12.4755,15.4365,76.3,5,67,7.87,broken clouds
615,Port Pirie,AU,-33.1833,138.0167,77.09,45,16,10.6,few clouds
616,Karlsfeld,DE,48.2167,11.4667,33.19,67,1,2.39,clear sky
617,Gurupi,BR,-11.7292,-49.0686,74.53,82,67,0.58,broken clouds
618,Den Helder,NL,52.9599,4.7593,40.98,87,2,5.75,mist
619,Road Town,VG,18.4167,-64.6167,75.99,69,1,19.89,clear sky
620,Fairbanks,US,64.8378,-147.7164,13.6,61,0,10.36,clear sky
621,Alice Town,BS,25.7167,-79.3,75.56,77,46,20.09,scattered clouds
622,Acajutla,SV,13.5928,-89.8275,80.49,66,35,7.18,scattered clouds
623,Ciudad Bolivar,VE,8.1222,-63.5497,76.03,76,54,11.34,broken clouds
624,Tual,ID,-5.6667,132.75,84.36,73,99,16.55,overcast clouds
625,Stonewall,CA,50.1344,-97.3268,42.57,89,100,13.82,overcast clouds
626,San Ignacio,BZ,17.1561,-89.0714,75.34,78,0,4.61,clear sky
627,Nemuro,JP,43.3236,145.575,33.17,73,56,14.65,broken clouds
628,Klarup,DK,57.0119,10.0562,37.29,85,0,13.8,clear sky
629,Charters Towers,AU,-20.1,146.2667,89.22,29,94,10.69,overcast clouds
630,Bowen,AU,-20.0167,148.2333,83.97,58,50,16.42,scattered clouds
631,Perdoes,BR,-21.0908,-45.0914,66.54,89,100,9.1,overcast clouds
632,Nicoya,CR,10.1483,-85.452,76.53,71,99,9.84,overcast clouds
633,Sam Chuk,TH,14.7576,100.0899,94.82,43,93,12.17,overcast clouds
634,Eyl,SO,7.9803,49.8164,79.0,66,1,10.38,clear sky
635,Kavaratti,IN,10.5669,72.642,81.84,65,19,7.49,few clouds
636,Sarangani,PH,5.4033,125.4636,82.51,76,77,16.71,moderate rain
637,Havre-Saint-Pierre,CA,50.2334,-63.5986,27.3,94,100,16.28,light snow
638,Barras,BR,-4.2444,-42.2944,71.69,98,80,2.68,broken clouds
639,Jiangyou,CN,31.7667,104.7167,56.37,79,100,3.15,overcast clouds
640,Kargasok,RU,59.0556,80.8572,17.65,88,100,15.14,overcast clouds
641,Brookfield,US,43.0606,-88.1065,46.18,76,0,1.01,clear sky
642,Tilichiki,RU,60.4667,166.1,30.07,96,100,34.38,snow
643,Pemalang,ID,-6.9,109.3667,84.54,69,98,3.36,light rain
644,Mococa,BR,-21.4678,-47.0047,64.27,94,98,3.22,overcast clouds
645,Karatau,KZ,43.1667,70.4667,42.51,53,100,5.26,overcast clouds
646,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,71.89,90,84,5.46,moderate rain
647,Inuvik,CA,68.3499,-133.7218,-6.84,74,100,4.61,light snow
648,Amahai,ID,-3.3333,128.9167,83.75,73,100,3.76,overcast clouds
649,Dingzhou,CN,38.5131,114.9956,52.81,33,100,6.62,overcast clouds
650,Bagotville,AU,-28.9833,153.4167,78.85,65,6,12.88,clear sky
651,Lazaro Cardenas,MX,17.9583,-102.2,71.96,67,0,3.06,clear sky
652,Yarovoye,RU,52.9273,78.58,14.25,88,89,16.08,overcast clouds
653,Mobaye,CF,4.319,21.1786,73.4,75,100,2.42,overcast clouds
654,Novoagansk,RU,61.9449,76.6625,26.02,92,100,9.31,light snow
655,Chilca,PE,-12.5211,-76.7372,69.33,86,92,4.59,overcast clouds
656,Jardim,BR,-21.4803,-56.1381,70.59,97,14,4.74,few clouds
657,Fiumicino,IT,41.7675,12.2291,45.63,81,0,6.91,clear sky
658,Wichita Falls,US,33.9137,-98.4934,66.25,32,0,17.27,clear sky
659,Irsha,RU,55.9269,94.7911,26.2,70,71,11.03,broken clouds
660,Boa Vista,BR,2.8197,-60.6733,77.29,74,88,7.52,overcast clouds
661,Mao,ES,39.8885,4.2658,55.96,76,75,19.57,broken clouds
662,Tchollire,CM,8.4022,14.1698,72.05,20,97,2.24,overcast clouds
663,Maxixe,MZ,-23.8597,35.3472,72.45,72,93,6.44,overcast clouds
664,Qeshm,IR,26.9581,56.2719,76.87,65,0,0.78,clear sky
665,Scarborough,GB,54.2797,-0.4044,36.66,88,40,3.0,scattered clouds
666,Kitui,KE,-1.367,38.0106,67.23,72,15,5.06,few clouds
